title,source,text,,,
Student+Hearing+Voices_Final.pdf,https://static1.squarespace.com/static/6308d9191f5d606799324692/t/63a32d84c1ed204856c00131/1671638407619/Student+Hearing+Voices_Final.pdf,#3 REACHING OUT. You might want to let a friend know that you’re struggling a bit and would find it helpful if they pop by and walk somewhere quiet with you. You don’t need to give the details - lots of people feel a bit uncertain in a new place.,,,
Student+Hearing+Voices_Final.pdf,https://static1.squarespace.com/static/6308d9191f5d606799324692/t/63a32d84c1ed204856c00131/1671638407619/Student+Hearing+Voices_Final.pdf,#4 BE PREPARED. If you think you might struggle to use shared facilities (e.g. kitchen or dining area) it can help to make sure you’ve got some provisions in. That way you can still eat and drink if you’re having a tough time and need some space away from others.,,,
Student+Hearing+Voices_Final.pdf,https://static1.squarespace.com/static/6308d9191f5d606799324692/t/63a32d84c1ed204856c00131/1671638407619/Student+Hearing+Voices_Final.pdf,"VALUING YOUR TRANSFERABLE SKILLS. “I’ve been hearing voices for years and, as noisy as it is, I’m used to it. I’ve had to learn to focus to get any work done at all. Now I’m a student I can really see how that focus I learnt as a survival skill is helping me. I can study in busy spaces and feel like no-one else is there Whilst much of this guide, understandably, talks about ways of navigating the challenges of universit life with voices and visions - that’s not the whole story. Sometimes, the skills we’ve developed to live with our experiences can be an asset. Whether it’s an ability to focus, the determination to persevere despite negative feedback, an awareness of what you need around you to feel OK or something else entirely ... working out what you’re bringing to the table can help mitigate the idea that voice-hearers are inherently disadvantaged.",,,
Student+Hearing+Voices_Final.pdf,https://static1.squarespace.com/static/6308d9191f5d606799324692/t/63a32d84c1ed204856c00131/1671638407619/Student+Hearing+Voices_Final.pdf,"THINKING AHEAD: BUILDING RELATIONSHIPS. You don’t owe anyone any personal information about yourself. You don’t need to disclose your experiences or speak about anything that makes you uncomfortable. However, if you think there may be times when you struggle with the academic side of things then it can help to build connections with those who will be in a position to help you out. It can feel weird taking the first step. It’s about getting key people on side so they’re aware of what might happen and are in your corner if it does. “I made contact with my personal tutor early. With COVID you don’t really meet them unless there’s a problem. They will see my file – my disability disclosure. I say: ‘You’re going to see my name, it’ll say this [the diagnosis]. I just want 15 minutes to say what excites me about this course” Sometimes, especially if the department know about your diagnosis (if you have one) it can be useful to make an effort to help them see you as a motivated student challenging stereotypes. “I went to Admin and introduced myself: “I’ve spoken to Wellbeing, but can you please talk to me about the common mistakes students make on the course re: deadlines in a crisis”. They know what wiggle room there is, they know the regulations and they would rather help in advance” Whilst many of us instinctively try to present a confident exterior, this sometimes extends to pretending that everything’s OK when it really isn’t (and avoiding the academic team when we’re getting behind). As natural as this is, it can lead to even more stress and risks leaving supervisors/ tutors feeling frustrated. If you think there may be times when you’ll need some flexibility, having good relationship with the course admin team (who know the regulations inside out) can help you navigate complex university processes and avoid unnecessary stress.",,,
Student+Hearing+Voices_Final.pdf,https://static1.squarespace.com/static/6308d9191f5d606799324692/t/63a32d84c1ed204856c00131/1671638407619/Student+Hearing+Voices_Final.pdf,"#1: FINDING A SPACE THAT SUITS Working out, often by trial and error, the spaces and environments that are conducive to studying, can be invaluable. Do you prefer quiet spaces, or is background noise helpful? Is the library working for you, or is there a coffee shop or space that’s better? Are there different times that have different vibes? Having a collection of study spaces for different times can help.",,,
Student+Hearing+Voices_Final.pdf,https://static1.squarespace.com/static/6308d9191f5d606799324692/t/63a32d84c1ed204856c00131/1671638407619/Student+Hearing+Voices_Final.pdf,"#2: STUDY SKILLS Are you a deadliner, or do you need to pace yourself? Does it help to have a (realistic) study timetable, or does that leave you (and your voices) feeling worse? Do you need to build in a buffer to your schedule so that you can rest / have time off to recharge? What time of day are you more productive? Like all students, students who hear voices need to find out what works for them.",,,
Student+Hearing+Voices_Final.pdf,https://www.gov.uk/disabledstudents-allowance-dsa,"REASONABLE ADJUSTMENTS: YOU HAVE RIGHTS It’s okay to advocate for what you need. People might not always ask and sometimes you need to speak out when you are struggling with life/elements of the course” If hearing voices, seeing visions or having other related experiences causes you difficulties that have a ‘substantial’ and ‘long term’ negative impact on you it counts as a ‘disability’ according to the The Equality Act 2010. The Equality Act requires education providers, including universities, to make ‘reasonable adjustments’ to enable students with disabilities to take part on an equal basis. Reasonable adjustments can include things like: • Extra time to complete coursework or examinations • Rest breaks during exams • Taking exams in a different space (perhaps with access to music or other coping strategies like walking around) • A quiet space to access if needed • Flexibility around timetabling (e.g. minimising morning lectures if you’re taking sedating medication) • Additional study support (inc mentoring, planning for assessments and organising notes) • Things that the lecturers can do (or not do) that would make things easier for you. “Your Disability Office can ask for reasonable adjustments for you, including lecturers not picking on you in lectures/seminars/classes to answer questions unless you voluntarily put your hand up to answer. Knowing that I had this provision during my Masters made things feel SO much safer” You also may be eligible for a Disabled Students Allowance which can pay for things like: • Computer equipment specialist software• Study support • Dictaphone",,,
Student+Hearing+Voices_Final.pdf,https://static1.squarespace.com/static/6308d9191f5d606799324692/t/63a32d84c1ed204856c00131/1671638407619/Student+Hearing+Voices_Final.pdf,"“My voices are very triggered by stress/worry - not helped by reality of actually being very far behind and having had extension after extension - and studying is extremely stressful with very high workloads. So the more stressed I get the more intrusive voices get and the less I get done. I feel like I’m always studying on ‘survival mode’” Life has a habit of throwing curve balls at us. As such, there may be a time during your studies when things get on top of you. That’s understandable. Yet, dealing with whatever challenges you’ve been dealt can be even more stressful if it happens at a time when you’re meant to be handing in a piece of work, having an exam or doing a group project.",,,
Student+Hearing+Voices_Final.pdf,https://static1.squarespace.com/static/6308d9191f5d606799324692/t/63a32d84c1ed204856c00131/1671638407619/Student+Hearing+Voices_Final.pdf,"#1: LET SOMEONE KNOW It’s OK to take time out if you need to - there are plenty of processes at university that allow for this. If you can, speak to your Disability Office, Student Wellbeing or your tutor. The sooner you speak with them, the easier it should be to arrange something you’d find useful - whether that’s a break, an extension or some additional support.",,,
Student+Hearing+Voices_Final.pdf,https://static1.squarespace.com/static/6308d9191f5d606799324692/t/63a32d84c1ed204856c00131/1671638407619/Student+Hearing+Voices_Final.pdf,"#2: REACHING OUT TO YOUR SUPPORT NETWORK “Sometimes I have a really forceful voice that tries to mess up my studying, having access to a hearing voices group has been so important because I managed to develop a decent relationship with that voice and recruit them to help me a bit, so they don’t try to tear down my studies so much” In an ideal world you’ll have already found a supportive network at university - whether that’s a society/ club, peer support space or some good mates. Yet life doesn’t always go to plan and you may feel like you’re heading for a crisis without any anchors in place. Check out the Voice Collective, Student Minds and the Hearing Voices Network for possible groups (online and in person) that can help. Your GP, Student Wellbeing and your mental health team (if you have one) can be resources too.",,, 
Student+Hearing+Voices_Final.pdf,https://static1.squarespace.com/static/6308d9191f5d606799324692/t/63a32d84c1ed204856c00131/1671638407619/Student+Hearing+Voices_Final.pdf,"DECIDING HOW MUCH YOU WANT TO SAY TO WHOM “Ultimately you have the decision to share your truth if and when you want to, you don’t need to feel pressured into sharing. It is not necessarily obvious to others that you are having these experiences no matter how it feels” Despite being relatively common experiences, hearing voices and seeing visions are still poorly understood and stigmatised. Things are changing, but in a culture where talking about voices is still taboo it can be wise to think about who you want to tell and how much you want to say. Despite being relatively common experiences, hearing voices and seeing visions are still poorly understood and stigmatised. Things are changing, but in a culture where talking about voices is still taboo it can be wise to think about who you want to tell and how much you want to say.",,,
Student+Hearing+Voices_Final.pdf,https://static1.squarespace.com/static/6308d9191f5d606799324692/t/63a32d84c1ed204856c00131/1671638407619/Student+Hearing+Voices_Final.pdf,"BEING OPEN “It’s good having friends with whom I can talk about my experiences fairly openly (even though they are not voice-hearers themselves, they are empathetic and kind and not quick to make assumptions)” “It’s good having friends with whom I can talk about my experiences fairly openly (even though they are not voice-hearers themselves, they are empathetic and kind and not quick to make assumptions)”",,,
Student+Hearing+Voices_Final.pdf,https://static1.squarespace.com/static/6308d9191f5d606799324692/t/63a32d84c1ed204856c00131/1671638407619/Student+Hearing+Voices_Final.pdf,"BEING SELECTIVE “It can help to have prepared answers for questions like ‘how are you doing?’ which are not too revealing” “I have an elevator pitch - a 2 sentence way of describing what’s going on for me that I can bring out when I need to say something” Some contributors highlighted the importance of contained and partial disclosure ... limiting the amount of information that you share, depending on the person and the situation. You might say different things to a trusted friend than in a form requesting an extension, for example.",,,
Student+Hearing+Voices_Final.pdf,https://static1.squarespace.com/static/6308d9191f5d606799324692/t/63a32d84c1ed204856c00131/1671638407619/Student+Hearing+Voices_Final.pdf,"KEEPING THINGS MORE PRIVATE “Some people I wanted to tell and was too afraid. Mostly I kept silent about it. As for those who did help me, we had an agreement that their knowledge was on a need to know basis and that they were not to tell it to someone else” For some, privacy feels very important. So, rather than tell someone about their voices they might talk more generally about anxiety, disability or neurodiversity - terms they think will be more easily understood. “To tutors, I might say ‘I have a mental health condition that affects my concentration - it’s on my disability form”",,,
Student+Hearing+Voices_Final.pdf,https://understandingvoices.com/living-with-voices/,"HAVING THE CONVERSATION “I found writing things down very helpful, in terms of preparing little speeches when disclosing and telling people before I started the speech, to not interrupt me”“I did a full 180 around what I disclose in the last 9 months. As an undergrad I didn’t tell anyone. Then I told close friends, like it was a terrible friendship ending thing. That never occurred to them– they wished I’d felt safe enough to tell them sooner. Now I’m more open about it. It’s part of my life. I’m not going into detail, but I have no need to hide it” “I’ve learnt that I don’t have to sanitise my experiences or make excuses for other people’s prejudice about what voice-hearers are like: that the problem is with them, not me”",,,
Student+Hearing+Voices_Final.pdf,https://static1.squarespace.com/static/6308d9191f5d606799324692/t/63a32d84c1ed204856c00131/1671638407619/Student+Hearing+Voices_Final.pdf,"TIPS & EXPERIENCES FROM OTHER STUDENTS “Be comfortable with being your true self. Not everyone will get you but they don’t have to: you WILL find your people” “I felt secluded a lot from social life. Isolated. I more often sought isolation myself too. When people invite you to socialise don’t be afraid. Go for it! Mostly people invite you because they like you. That is real. Don’t be afraid to fail. Most others do too in one way or another” “It can be hard but try and build up different friendships and friendship circles. A technique I used to make friends was (if there was an hour or so between lectures) saying to the people sitting near me “I’m going to X coffee shop for lunch as there’s no point trekking back to my accommodation -fancy joining me?” People would join in and we’d talk at first about the lectures we’d just had/would be having, until we got more into a groove” “It was trial and error. I went looking for values and spaces that fit what I’m like, so there’ll be people there I’ll probably get on with. I joined societies that were a bit different. There were lots of spaces I could find where people could actively listen to experiences that weren’t their own without being threatened or confused by it” “I need people to know they are not alone. It’s so alienating to think you are the only one”",,,
Voices+and+Visions+in+Children+TV+and+Film+poster+blog.pdf,https://www.youtube.com/watch?v=nOcuhO9e_oA&t=25s&themeRefresh=1,"Some examples really stuck out for me. I’ll start with Kyri and Lou who are two dinosaur friends from New Zealand. SPOILER ALERT Lou has a ‘calm inner voice,’ and in one of the clips we saw, Lou is introducing Kyri to his calm inner voice which he speaks to when he is in one of his ‘sticky situations.’ Instead of the voice being portrayed as something to hide and be ashamed off, Lou seems happy to share and talk about the voice, even making Kyri feel jealous that she doesn’t have her own calm inner voice! There is an interesting turn here when Kyri becomes annoyed and frustrated that she cannot hear Lou’s voice and she thinks that the voice is saying mean things about her. I appreciated how this aspect highlights the feelings of frustration in regards to hearing voices, and it being a struggle to communicate with others about it when they don’t also have this experience. Another clip highlighted unhelpful times when voices occur. Lou is feeling happy and resting against a tree to take a nap. Suddenly, seemingly out of nowhere, the voice asks him if he is ok because he thought Lou had ‘called for him.’ Even though Lou manages to stay calm and relaxed and politely tells his calm inner voice that he is not needed today, there is content around how sometimes voices can interrupt daily life when you don’t want them around. For a programme that appeals to quite a young age range, I feel that Kyri and Lou starts to de stigmatize the idea of hearing voices, without sugar coating it too much, recognising some of the distress voices can cause. Here is the link if you want to have a watch for yourself!",,,
Voices+and+Visions+in+Children+TV+and+Film+poster+blog.pdf,https://www.youtube.com/watch?v=gIOyB9ZXn8s,"The second example was the main song from Frozen 2 ‘Into the Unknown.’ The essence of this movie song is Elsa starts to hear a singing voice that no one else can hear. Initially she seems confused and embarrassed that she is hearing this beautiful sound, so she doesn’t tell anyone. Initially, Elsa tries to deny its existence claiming that she ‘can’t hear,’ and ‘blocking out your calls.’ Unlike Kyri and Lou, but maybe more common in stereotypical views of voice hearers, there is a desire to ignore the voice and not engage with it. This can be due to fear of what might happen, this is often experienced by children and young people who come to us at Voice Collective. However, I sense Elsa has a feeling of wanting to delve ‘into the unknown’ to find out the possible meaning of the voice, even if she is a worried, ‘I’m afraid of what I am risking if I follow you’. During the song, Elsa is able to accept her inquisitive nature and decides to follow the voice. She begins questioning, ‘what do you want?’ ‘are you here to distract me?’ and seems to have a powerful realisation when she admits that she really does want to listen! Elsa uses her powers and imagination to create beautiful animals and mythical creatures. At one point the prancing horse and the singing voice run away and Elsa explains that she doesn’t want to be left alone. This part of the song has creatively portrayed how some voice hearers empowered and connected with their voices that if they were to stop hearing them they would feel lonely. Even though Elsa does feel scared by the singing voice at the start, her journey and her experience seem very positive, glittery and magical, which is obviously not experienced by everyone who hears voices. In fact in can be quite the opposite experience. This is something I am learning to check in on during my time at Voice Collective – being nonjudgmental of voice hearer’s experiences. Here is the link if you want to listen for yourself:",,,
Voices+and+Visions+in+Children+TV+and+Film+poster+blog.pdf,https://static1.squarespace.com/static/6308d9191f5d606799324692/t/63a30d36481f587c9d74d4d1/1671630135318/Voices+and+Visions+in+Children+TV+and+Film+poster+blog.pdf,"Often, children and young people who hear voices have an urge to engage with their voices to try and understand them, but they’re advised against this by different education and mental health services. I have worked in statutory services in the past and some of the views I supported I now regret. I once supported an 8 year old girl who had already been diagnosed with ‘psychosis.’ Despite some of my attempts to suggest to her school to support her more creatively to explore and play in her own way, there was an underlying expectation to continue to tell her that the voices and things she was seeing were not real. How differently I would approach this situation now after becoming a part of Voice Collective! I acknowledge that some of these examples of films, TV, and music could be seen to invalidate or de-value how scary and painful some voice hearing experiences can be for children and young people. The media might be viewed by some as either heavily stigmatizing hearing voices, or sugar coating it as only positive and exciting experiences. I feel however that these examples could be taken as providing some nuance to the experience. Not all media, TV and film is portraying voice hearing as a ‘dangerous’ or ‘psychotic’ experience. For younger children being subjected to these more positive visuals can help them to develop a more balanced understanding of the experiences for voice hearers.",,,
Winston-Wish-PCP.pdf,www.winstonswish.org,"Hearing Voices in childhood and adolescence is actually very common – about 1 in 9 1 . Some young people hear voices that are friendly and encouraging, others hear voices that are critical and controlling, and many hear a mixture 2 .For those young people who have experienced a traumatic event, such as death, they may hear the voice or see the image of this person3 . We know that wanting to hear the voice of the person who has died can be comforting and wanting to hear it can be part of their grieving process. You can read some more information about grief and bereavement on Winston’s Wish website here: www.winstonswish.org or call their support line on: 08088 020 021. They are a children’s and young person’s bereavement support charity. But as a parent, carer or professional, you might be worried that the voices of the young person are unrelated to their grieving process. Maybe this young person was hearing voices a long time before the bereavement. Or the young person has commented that the voices are no longer offering them comfort. This is when it can be a bit harder for young people to cope with their voices and you might want to reach out to us for a bit of extra support. The young person might want to speak to someone at Voice Collective to help them understand their experiences a bit more. Or perhaps they want to join one of our peer support groups and meet others who might be having similar experiences to them. You or the young person might feel like the voices have nothing to do with death or grief – and that’s ok too. At Voice Collective we understand there are lots of different frameworks to understanding voices and we will support them either way.",,,
Winston-Wish-PCP.pdf,https://www.voicecollective.co.uk/,Do you as parents or professional want to learn more about hearing voices? Research has shown that prevalence rates of hearing voices decreases over time in childhood 4 and often it can be working through understandings as well as peer support that can support this journey of recovery5 To find out more information go to our website www.voicecollective.co.uk or email us at info@voicecollective.co.uk. Depending on how the young person is processing their grief we may work alongside Winston’s Wish to support them in the best way possible on their journey. The young person would always have to consent for any joint support between us and we would always let them know what information we were sharing between us at Voice Collective and Winston’s Wish.,,,
Parents-Coping-Booklet_2014_web.pdf,https://static1.squarespace.com/static/6308d9191f5d606799324692/t/639b1b4ac5f8f879a2f4cda9/1671109452438/Parents-Coping-Booklet_2014_web.pdf,"Dealing with a child who hears voices is like going through a process in which the voices are accepted and the child will be supported based on the acceptance. It is a ‘searching together’ Whilst the majority of children who hear voices aren’t negatively affected by them, this may be little comfort if your child is struggling to cope. When voices and visions are very intrusive, powerful or distressing, it is normal for the whole family to feel overwhelmed and powerless. As a parent, you may feel that your child is struggling with something that is simply beyond your understanding. The good news is that research shows recovery is possible, and you as a parent have a really important role to play. You can support your child to discover their potential for growth and recovery, providing essential hope and encouragement. If your child is currently having very distressing experiences, this may feel like a distant dream. You may feel lost and not know what to do for the best. It can help to see recovery as a journey. Every journey, no matter how difficult, starts with a single step. Each of us is an individual, so there is no simple answer that works for everyone. However, we hope that the information in this booklet will give you some inspiration to find a way forward for you and your child. Finally, remember that journeys do not need to be taken alone. There are people out there who can help. If you’re not sure how to access them, speak to your GP, Young Minds or contact us at Voice Collective.",,,
Parents-Coping-Booklet_2014_web.pdf,https://static1.squarespace.com/static/6308d9191f5d606799324692/t/639b1b4ac5f8f879a2f4cda9/1671109452438/Parents-Coping-Booklet_2014_web.pdf,"If life was easy, none of us would need to recover. We’d simply hear voices that made us laugh or smile. Recovery is more than just finding ways of dealing with voices. It’s about healing from the problems that caused such difficult experiences in the first place. Rachel, Voice Collective Project Manager and voice-hearer what do we mean by recovery? For us, recovery simply means living the life you choose. Whilst many young people who hear voices aren’t distressed by them, overwhelming voices can really get in the way of ‘normal’ life. They can affect a young person’s sense of self, confidence, self-esteem, mood, friendships, schoolwork and family relationships. Sometimes the situation can feel hopeless to both the young person and those who love them - as if everyone is powerless and stuck in a situation out of their control. The good news is that even those young people affected by intensely confusing and distressing voices can, and do, recover. Recovery is an individual journey. As with all journeys, there are many ways that we can travel towards it. Our job, as supporters, is to help a young person find the way that works for them. Young people who recover may, or may not, still hear voices and see visions. In many ways, this isn’t important. The key is that they are living their life - a life with highs, lows, challenges, joy, mistakes and victories. When someone has recovered, the voices are no longer in the driving seat. Perhaps most importantly, the life problems triggering the voices have been understood and dealt with.",,,
Parents-Coping-Booklet_2014_web.pdf,https://static1.squarespace.com/static/6308d9191f5d606799324692/t/639b1b4ac5f8f879a2f4cda9/1671109452438/Parents-Coping-Booklet_2014_web.pdf,"what happens with the voices? According to Dr Escher’s research, 60% of children and young people stop hearing voices once the problems underlying them have been addressed. If your child’s voices are very distressing, the idea that they may continue to hear voices and recover can sound strange. After all, how could anyone feel good if they hear voices that say horrible things and tell them to stay away from people they care about? One way of understanding this is by thinking about people in your own life that you have found hard to cope with. Whilst, in an ideal world, we would stop having contact with people we find toxic - sometimes this isn’t possible. If they are work colleagues, extended family members or a best friend’s partner, we are stuck with them whether we like it or not. In this situation, as we can’t change or escape the other person, the only thing we can do is change ourselves. Sometimes this just limits their influence over us, but it can also produce a similar change in the other person. Your child’s relationship with their voices can be understood in a similar way. Recovery can happen when: ) The voices stay the same, but the young person changes how they feel about them. For example, imagine a child who is about to take a test and a voice tells them that they’re stupid and will fail. If this child knows that the voice says things when they’re nervous, they can reply: ‘I’m worried about failing, but I’ve studied so I’m going to do my best. Even if I do fail, I can always re-take it. I’ll be OK either way’. ) The voices change. For example, a nasty voice that that tells them to stay away from other people can sometimes be a protector voice in disguise. When the child no longer fears other people the voice may, instead, become friendly and supportive. According to Dr Escher’s research, 60% of children and young people stop hearing voices once the problems underlying them have been addressed. If your child’s voices are very distressing, the idea that they may continue to hear voices and recover can sound strange. After all, how could anyone feel good if they hear voices that say horrible things and tell them to stay away from people they care about?",,,
Parents-Coping-Booklet_2014_web.pdf,https://static1.squarespace.com/static/6308d9191f5d606799324692/t/639b1b4ac5f8f879a2f4cda9/1671109452438/Parents-Coping-Booklet_2014_web.pdf,"steps to recovery ‘Always be there for your child, however tough it becomes. You are the one they most rely on and trust. Follow your instincts and remember you know your child better than anyone else’ Anne*, Parent of a child supported by Voice Collective Voices and visions carry important messages about how your child feels about themselves and their world. Rather than speaking directly, these messages are hidden in code. Difficult and distressing voices often reflect difficult and distressing emotions and life experiences. Young people can, and do, find ways of coping with voices, visions and the emotions that drive them. Developing these strategies will give your child valuable skills that will help them get the most out of their life, whether or not they continue to hear voices.",,,
Parents-Coping-Booklet_2014_web.pdf,https://static1.squarespace.com/static/6308d9191f5d606799324692/t/639b1b4ac5f8f879a2f4cda9/1671109452438/Parents-Coping-Booklet_2014_web.pdf,"1. What’s the problem? One of the first steps to helping your child find ways of dealing with problematic voices and visions is to begin making sense of what difficulties or issues may be triggering them. Different problems suggest different solutions. Sometimes, the underlying issue may be obvious. You may be aware that your child has been bullied, recently bereaved or witnessed a serious crime. Often, though, things need closer investigation. Try to be aware of, and avoid, the blame game. Unless you intentionally caused your child harm, you are not to blame for their experiences. However, as well as looking at outside factors, it can be helpful to explore whether there is anything within the home that may be inadvertently contributing to your child’s difficult emotions (e.g. a loss or recent change). When your child is feeling calm, encourage them to talk to you about how they feel and - if they can - what the voices are saying. Some may find it easier to talk whilst writing, drawing or doing something active. When talking to your child it is important to stay calm and show that you’re interested in seeing things from their point of view. Some families find setting up a ‘worry box’ helpful to facilitate this. This gives the child the opportunity to write worries down as they occur and, if they want to, explore them later with someone they trust. Voices and visions are often linked to how the child feels about themselves and their world, providing valuable clues about the issues they are facing. For example, a child who hears voices that tells them to repeat a task until they get it right may be feeling very anxious and insecure. A child whose voices shout at them may be feeling angry at themselves or at someone else. We found out that Sam is being bullied at school. His voices shout at him, threaten him and say all kinds of horrible things. He carries the bullies inside, now. I hate knowing he feels so bad, but at least now we can help Jane*, Parent of a child supported by Voice Collective If your child hears very angry or destructive voices, they probably feel very afraid and powerless. As horrible as these voices can be, don’t forget that they carry meaning too. Try not to be afraid of the voices, even if your child is very scared. Once your child is calm, you can start to make sense of what’s going on for them, but your immediate priority is to help them find a way of calming down and feeling safe again. Remember: you don’t need to do this alone. There are lots of agencies out there who are willing and able to help.",,,
Parents-Coping-Booklet_2014_web.pdf,https://static1.squarespace.com/static/6308d9191f5d606799324692/t/639b1b4ac5f8f879a2f4cda9/1671109452438/Parents-Coping-Booklet_2014_web.pdf,"2. Identify, and build on, strengths Everyone, no matter how stressed out, has natural ways of managing difficult feelings or situations. If you can find out what strategies your child naturally uses, you may be surprised at how resourceful they are! Create a list with your child and encourage them to keep it safe. If you can, look for the secret ingredient of each strategy - try to understand what it is that makes it useful. Is it distracting? Comforting? Creative? Expressive? Active? Calming? The more you understand, the easier it will be to create tailor-made strategies with your child that really work! Often, when young people feel overwhelmed, they can struggle to think of anything they can do to manage difficult times. Discussing coping strategies can remind them of how hopeless their situation feels. You can help by ‘holding the hope’ and remembering that they can - and will - discover ways of dealing with this. Developing new skills takes time, support and lots of encouragement.",,,
